City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
232,Grindavik,IS,2022-10-04 22:09:53,63.8424,-22.4338,43.27,81,75,31.07
233,Annau,TM,2022-10-04 22:09:54,37.8876,58.516,67.66,26,0,5.59
234,Touros,BR,2022-10-04 22:08:49,-5.1989,-35.4608,77.13,75,78,14.97
235,Eichstatt,DE,2022-10-04 22:09:55,48.8833,11.1833,45.48,100,40,1.14
236,Saint Anthony,US,2022-10-04 22:09:56,45.0205,-93.218,75.92,44,100,9.22
237,Emba,KZ,2022-10-04 22:09:56,48.8264,58.1442,43.14,26,14,9.13
238,Rio Gallegos,AR,2022-10-04 22:09:57,-51.6226,-69.2181,59.05,41,40,21.85
239,Hamilton,US,2022-10-04 22:08:48,39.1834,-84.5333,72.43,32,0,9.22
240,Plettenberg Bay,ZA,2022-10-04 22:08:30,-34.0527,23.3716,54.61,78,51,3.85
241,Sao Joao Da Barra,BR,2022-10-04 22:05:13,-21.6403,-41.0511,73.49,94,91,4.61
242,Castro,BR,2022-10-04 22:09:58,-24.7911,-50.0119,60.62,77,0,0.54
243,Bambous Virieux,MU,2022-10-04 22:09:58,-20.3428,57.7575,71.22,79,38,11.5
244,Bosaso,SO,2022-10-04 22:09:59,11.2842,49.1816,87.46,55,92,3.18
245,Pocone,BR,2022-10-04 22:09:59,-16.2567,-56.6228,86.47,48,68,4.27
246,Boo,SE,2022-10-04 22:10:00,59.3333,18.2833,54.77,86,75,6.91
247,Aswan,EG,2022-10-04 22:10:01,24.0934,32.907,85.75,26,1,10.31
248,Albany,US,2022-10-04 22:08:19,42.6001,-73.9662,54.41,69,100,3.18
249,Komsomolskiy,UZ,2022-10-04 22:10:04,40.4272,71.7189,63.32,31,45,6.91
250,Antalaha,MG,2022-10-04 22:08:44,-14.9003,50.2788,65.82,83,13,6.93
251,Caceres,ES,2022-10-04 22:10:05,39.522,-6.3748,73.17,28,0,2.93
252,Trojes,AL,2022-10-04 22:10:08,41.756,19.962,46.89,66,2,8.66
253,Porto Novo,BJ,2022-10-04 22:10:12,6.4965,2.6036,76.68,89,89,5.21
254,Geilo,NO,2022-10-04 22:10:14,60.5333,8.2076,50.47,90,98,8.19
255,Grand Gaube,MU,2022-10-04 22:10:15,-20.0064,57.6608,71.38,72,45,4.0
256,Neringa,LT,2022-10-04 22:10:16,55.3719,21.0647,55.74,82,34,13.78
257,Hobyo,SO,2022-10-04 22:10:16,5.3505,48.5268,76.59,89,37,14.97
258,Mosquera,CO,2022-10-04 22:10:18,4.7059,-74.2302,60.89,77,40,8.05
259,Japura,ID,2022-10-04 22:10:20,-0.3167,102.35,73.54,99,100,3.69
260,Dakar,SN,2022-10-04 22:10:20,14.6937,-17.4441,81.48,76,77,10.45
